condition,seed,generation,cumulative_evals,pop_mean_fitness,pop_std_fitness,best_so_far
dynamic_constant,2,12,1300,15.924691254730908,0.8610137869161081,13.949444375840399
dynamic_constant,2,13,1400,15.755666374311351,0.8085018538110018,13.949444375840399
dynamic_constant,2,14,1500,15.664275811433269,0.8239396498491547,13.949444375840399
dynamic_constant,2,15,1600,15.840201113936653,0.9147037059963596,13.949444375840399
dynamic_constant,2,16,1700,15.676170288285427,0.8325534780137469,13.949444375840399
dynamic_constant,2,17,1800,15.468272779183637,0.8211892019139332,13.840967364599084
dynamic_constant,2,18,1900,15.313909500254361,0.8235985585160288,13.70185121722126
dynamic_constant,2,19,2000,15.396437255822145,1.0122226963966576,13.70185121722126
dynamic_constant,2,20,2100,15.35508288825717,1.1252708494824977,13.70185121722126
dynamic_constant,2,21,2200,15.264530421145633,0.7970149434718725,13.597617696340304
dynamic_constant,2,22,2300,15.310228789075593,0.8610730447186975,13.597617696340304
dynamic_constant,2,23,2400,15.129323727803563,0.7386523605974328,13.597617696340304
dynamic_constant,2,24,2500,15.126729507712357,0.8919782333541838,13.597617696340304
dynamic_constant,2,25,2600,15.01612601331968,0.7126574330627398,13.549285568453591
dynamic_constant,2,26,2700,15.102327522229011,0.8111696677053526,13.549285568453591
dynamic_constant,2,27,2800,15.048410007315331,0.8005214556317402,13.44928556845359
dynamic_constant,2,28,2900,15.014605636384333,0.7805117782952511,13.063818169698585
dynamic_constant,2,29,3000,14.95116462171833,0.9426262714470263,12.799999999999999
dynamic_constant,2,30,3100,14.853029447228078,0.8263743150285827,12.799999999999999
dynamic_constant,2,31,3200,14.955479040224045,0.9495312154340363,12.799999999999999
dynamic_constant,2,32,3300,14.862745411817947,0.8927146437948531,12.799999999999999
dynamic_constant,2,33,3400,15.099685532611225,0.9778796219171128,12.799999999999999
dynamic_constant,2,34,3500,15.244493066553979,1.0499805358538428,12.799999999999999
dynamic_constant,2,35,3600,15.215955286310896,0.8808132229285431,12.799999999999999
dynamic_constant,2,36,3700,15.262938237722615,1.1565040651066703,12.799999999999999
dynamic_constant,2,37,3800,15.17266812770191,0.933257185509466,12.799999999999999
dynamic_constant,2,38,3900,15.162087035914702,1.0347053712432481,12.799999999999999
dynamic_constant,2,39,4000,15.107537866491297,0.9522131850946283,12.799999999999999
dynamic_constant,2,40,4100,15.064342318861177,0.9260639122238981,12.799999999999999
dynamic_constant,2,41,4200,15.345953821485946,1.1289860014710635,12.799999999999999
dynamic_constant,2,42,4300,15.288463656005359,1.0116919636736292,12.799999999999999
dynamic_constant,2,43,4400,15.135469150194654,0.89180764860502,12.799999999999999
dynamic_constant,2,44,4500,15.313260242973188,1.1227214900264482,12.799999999999999
